,customer_id,2017/01/31,2017/02/28,2017/03/31,2017/04/30,2017/05/31,2017/06/30,2017/07/31,2017/08/31,2017/09/30,2017/10/31,2017/11/30,2017/12/31,2018/01/31,2018/02/28,2018/03/31,2018/04/30,2018/05/31,2018/06/30,2018/07/31,2018/08/31,2018/09/30,2018/10/31,2018/11/30,2018/12/31,2019/01/31,2019/02/28,2019/03/31,2019/04/30,2019/05/31,2019/06/30,2019/07/31,2019/08/31,2019/09/30,2019/10/31,2019/11/30,2019/12/31,score
0,167939,1814.65,2839.84,2007.77,11140.48,12518.97,22437.7,16388.71,2100.13,10748.24,6243.52,3822.42,19178.65,2143.51,11083.2,16986.45,31158.53,662.5,1052.02,6636.67,5918.2,20457.27,2353.6,13921.54,14523.55,5999.58,22948.09,8733.9,19529.14,5977.45,11808.22,12936.34,11165.31,29615.5,59116.1,33955.39,10277.41,1.0
1,168055,0.0,0.0,0.0,1259.0,0.0,0.0,482.5,1406.65,0.0,0.0,1754.34,765.19,2135.86,1339.24,0.0,580.0,1037.5,5139.4,0.0,0.0,2264.02,0.0,2304.22,1420.0,0.0,175.0,0.0,7190.38,0.0,0.0,366.17,0.0,677.59,0.0,0.0,0.0,0.4722222222222222
2,168227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2537.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,2834.77,0.1111111111111111
3,168286,4258.39,3677.27,5586.92,4329.4,3233.76,12715.02,1663.23,4392.31,8060.65,7463.47,12313.81,7913.16,10952.29,8592.12,12479.64,10074.39,9149.74,10021.81,13129.27,7805.38,6564.43,6090.27,9722.76,8930.79,15305.28,8393.99,13942.78,13325.59,11582.98,9173.65,15827.08,16861.86,15056.83,5872.26,12624.55,12634.72,1.0
4,168308,0.0,0.0,2402.73,4424.59,0.0,0.0,280.54,0.0,0.0,0.0,0.0,4632.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
5,168325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11554.0,0.0,0.0,9279.97,0.0,0.0,374.5,0.0,0.0,16489.89,0.0,2704.72,770.32,0.0,5966.83,5791.0,6313.0,1742.5,1225.0,6760.0,565.0,2618.5,1757.5,9992.5,4337.5,1225.0,3385.0,452.5,872.5,0.5833333333333334
6,168408,12882.56,19334.8,20413.89,8035.24,25133.19,16428.07,27976.32,23834.68,13031.17,5877.82,29662.5,17304.95,16888.59,32366.53,30143.17,25906.27,35545.63,36130.9,2327.83,0.0,35639.38,41618.59,39695.52,3089.29,5308.75,26011.21,24808.89,12496.15,27692.65,19359.31,23182.8,18616.61,39077.68,27135.82,36496.5,24385.33,0.9722222222222222
7,168598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2138.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,0.0,0.0,0.0,0.0,1303.6,0.0,2954.74,2461.81,0.0,0.0,0.0,0.0,0.1388888888888889
8,168960,5687.5,4225.0,6890.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2402.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
9,169007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2774.5,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
10,169212,0.0,7895.58,0.0,0.0,0.0,1960.75,0.0,6243.27,4082.5,1654.0,4598.5,3724.71,1548.25,10651.45,6072.25,7035.25,10173.41,4051.0,11046.31,13757.62,6524.5,5602.39,3218.98,9095.98,2462.14,9062.05,5518.48,7666.06,11725.0,3289.29,10144.0,10788.04,3503.5,13451.4,4102.3,10702.63,0.8611111111111112
11,169217,3816.85,0.0,7964.61,2473.75,14130.2,11129.55,0.0,15226.47,14108.76,4909.0,6679.22,6147.96,1530.88,2467.81,3058.0,640.0,0.0,0.0,1700.5,2203.33,0.0,0.0,0.0,9804.49,550.0,15117.87,6530.97,0.0,0.0,1018.0,6583.96,23781.1,7014.1,4804.48,7204.0,5760.76,0.75
12,169277,5219.5,3958.0,0.0,4031.5,2800.0,6137.5,5005.12,4934.88,0.0,1159.0,1937.5,6403.99,3028.0,0.0,8587.75,4216.75,4606.0,820.0,1090.0,317.5,6242.5,1326.7,3483.25,7284.37,5693.65,4608.04,732.55,0.0,0.0,4211.08,460.0,1586.5,595.0,910.0,2119.6,1717.9,0.8611111111111112
13,169363,39855.0,25198.32,34686.72,48822.15,40496.98,31960.57,45431.76,32603.23,29991.0,31109.86,25265.57,40448.1,35056.65,30265.06,29539.99,48849.97,45633.77,57964.41,28250.2,27192.27,22341.34,2492.5,2762.32,4826.56,3197.5,1345.0,6970.0,1402.0,3308.5,1720.0,262.0,520.0,2048.5,544.0,223.0,719.5,1.0
14,169405,20184.72,2563.52,0.0,6121.75,19369.61,2126.5,658.0,0.0,0.0,1747.0,0.0,1132.0,0.0,12103.32,1096.35,23843.56,4998.04,7856.35,13441.81,9927.18,18325.39,16403.44,9704.5,37655.1,11729.8,13536.1,0.0,26980.41,8461.0,13907.08,15900.06,6548.79,25586.82,6430.83,47899.45,33262.81,0.8333333333333334
15,169496,17529.1,4745.5,6226.69,3624.76,6245.5,13763.44,17825.88,14724.46,19355.67,7926.17,19775.88,25137.04,22198.78,13396.96,19378.41,23071.75,13103.47,9679.2,8602.0,15483.76,17247.84,34899.91,1994.5,14904.7,23921.65,17725.35,20566.45,1737.01,8327.2,1641.1,3514.78,5219.14,17956.15,6668.49,13866.24,9233.8,1.0
16,169544,22468.36,18282.39,25086.73,16356.67,13382.28,22300.42,14044.68,6900.1,16854.86,16814.83,20927.61,15709.21,10000.74,12118.63,17320.93,17061.54,14663.17,22155.19,21508.45,25782.3,25350.07,28043.77,33482.68,42302.13,40669.17,27652.41,38939.32,38271.02,35170.6,32007.64,28813.03,38152.68,32924.98,28477.9,26718.36,23810.44,1.0
17,169785,5817.81,2307.25,6690.92,0.0,3253.0,4056.6,3395.5,4789.03,2159.5,1930.0,8140.27,4232.5,5868.09,4518.92,0.0,1837.57,0.0,0.0,0.0,16543.0,2762.5,13507.0,242.5,4960.87,0.0,8305.0,0.0,0.0,0.0,5112.73,0.0,1750.0,2687.5,2304.4,0.0,0.0,0.6666666666666666
18,169808,23515.3,5640.37,18804.01,20624.22,18287.4,16124.5,18214.98,25915.6,15357.19,18132.45,14112.85,6520.42,19077.22,2812.0,19927.66,28072.21,15651.6,15370.72,4539.06,1040.32,28571.35,21006.27,8892.1,7159.83,22532.61,13077.88,11890.99,18789.76,10199.49,11412.57,15213.79,27744.67,18364.32,18422.56,19747.41,37989.55,1.0
19,169821,1241.5,887.5,1033.0,3760.0,985.0,3586.0,0.0,2080.0,2678.5,1049.05,4038.25,694.0,16510.99,4882.0,15702.04,6620.44,66947.98,42706.12,30224.44,29111.03,8329.72,1033.75,6535.38,24257.02,7078.2,2860.0,8173.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222
20,169987,0.0,5666.73,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
21,170507,0.0,0.0,0.0,0.0,655.0,1769.2,0.0,0.0,0.0,1189.0,0.0,0.0,2266.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2856.37,0.0,3878.44,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444445
22,170583,13644.2,22640.56,14310.7,23285.14,15526.53,9287.71,11105.19,17243.43,29089.0,10555.91,29597.5,25307.23,27328.5,11206.57,12621.9,6295.18,14177.47,25262.0,28929.67,20408.74,12883.77,5550.64,12041.34,27109.9,9468.47,9648.7,19584.27,26989.93,8778.91,33544.14,23084.91,24970.75,18539.08,25870.99,30176.36,35384.7,1.0
23,170853,19752.4,10127.22,10260.24,63448.54,50927.82,19112.7,39561.82,42532.21,35172.45,29776.6,56170.88,32326.74,21105.63,34495.1,20518.12,4487.5,25335.82,15804.51,37362.18,11639.74,12615.28,1538.5,17426.8,26200.57,45491.07,16368.93,29367.06,12772.63,30119.32,20578.03,30466.75,6671.2,32313.97,42034.32,17528.5,17924.1,1.0
24,170904,1870.0,5534.65,2995.88,4918.03,1390.66,6175.98,0.0,0.0,0.0,0.0,0.0,1139.17,0.0,0.0,0.0,5364.48,2649.01,5782.15,0.0,0.0,3152.71,460.0,0.0,0.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3611111111111111
25,170995,15496.45,11824.2,17782.56,15247.27,10855.91,10654.33,22016.88,15260.24,18934.44,20733.91,12757.54,2018.02,12876.39,16839.16,20815.27,7326.19,26975.78,31004.59,30294.04,14689.05,8022.45,20664.07,17161.9,11917.16,16147.93,25896.01,19984.65,1855.88,12496.56,19531.21,30770.92,15689.88,3071.38,9906.16,2351.62,8961.19,1.0
26,171048,13230.07,24948.01,15619.86,20355.3,0.0,0.0,6628.9,40146.66,20828.53,35059.68,19993.89,25293.93,20762.91,24530.32,8443.49,13247.61,21458.85,20520.99,19323.16,29131.09,12680.71,17277.07,6487.97,0.0,5527.59,12759.74,21787.21,23839.0,16750.47,26793.48,22833.61,18659.82,27416.27,16923.72,18836.7,24234.36,0.9166666666666666
27,171076,9483.18,8562.21,5470.0,3928.75,5119.32,2195.92,1720.0,5162.62,5235.48,2712.67,1505.43,13547.55,2920.84,1202.5,325.0,25890.22,2154.16,0.0,6595.87,8644.59,880.5,8910.45,3092.5,23561.76,27857.38,16293.61,8219.5,14819.5,14165.92,4102.12,16630.47,35982.52,27749.78,18281.01,18687.52,24266.61,0.9722222222222222
28,171276,7592.31,11838.39,63127.85,34433.35,26082.57,17959.45,12718.3,9754.89,56875.57,73826.89,75366.33,50442.97,49605.94,23651.97,76945.51,14051.95,64067.11,73066.67,53559.06,29938.06,0.0,25644.4,46141.74,8060.41,0.0,53819.63,20733.55,38647.56,20508.1,12926.29,0.0,12921.16,15291.4,35949.76,21857.71,31088.41,0.9166666666666666
29,171475,72365.29,71469.12,57133.02,74906.59,82042.53,57230.14,59372.95,42939.7,56651.08,63575.41,56683.96,80240.17,53057.42,54069.25,60499.75,62616.6,60696.48,58977.4,59940.4,29743.96,39475.24,48019.63,56261.91,65049.87,58624.98,69149.05,59367.76,66689.58,60484.57,64475.91,73423.27,48058.12,53979.19,52566.64,24255.06,59783.46,1.0
30,171538,18622.33,11432.76,22672.35,23167.29,19640.68,6092.41,22944.24,12146.16,8138.34,13395.73,18352.17,14703.6,13339.22,12773.17,30948.67,11829.39,15156.9,9199.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.0,0.0,0.0,0.0,0.0,1781.5,4500.97,2407.18,0.0,0.0,0.0,0.6111111111111112
